"id","app","content","score"
"162","Disaster Alert (PDC Global)","I'm liking this app so far. I do have problems with getting more info to come up though.","4"
"163","Disaster Alert (PDC Global)","The app is very easy to use and notifies you of the place, type, and level of the disaster. Could be very useful.","4"
"164","Disaster Alert (PDC Global)","I really like this App, but I get so many notifications I wish they provided a way to increase the seismic level of earthquakes.","4"
"165","Disaster Alert (PDC Global)","Great program and essential while living in a small island in the Pacific.","5"
"166","Disaster Alert (PDC Global)","I had no idea that there were so many disaster alerts active right now. Great app for knowing what's going on around the world.","4"
"167","Disaster Alert (PDC Global)","Excellent in every respect. This is an amazing APP. Global information, concise, with maps, Etcetera. Keep up the good work. And thank you.","5"
"168","Disaster Alert (PDC Global)","I have downloaded this on every device I get. Great app!","5"
"169","Disaster Alert (PDC Global)","Beside being informative about global earth and weather activities, this app teaches students geography, weather and social studies.","4"
"170","Disaster Alert (PDC Global)","Keeps me updated on what's happening around the world","5"
"171","Disaster Alert (PDC Global)","Very informative app, but I wish I could customize it.","4"
"172","Disaster Alert (PDC Global)","Don't really use this app much but I think that this app works pretty well. However, it does crashes sometimes.","3"
"173","Disaster Alert (PDC Global)","Easy to read and understand; comprehensive attractive graphics. Thank you!","4"
"174","Disaster Alert (PDC Global)","Great app love it you could add radar and notification for your current location","4"
"175","Disaster Alert (PDC Global)","Works on iPod touch 3rd gen with ios 4.0. love the app. Please add push notification.","4"
"176","Disaster Alert (PDC Global)","Pretty interface","5"
"177","Disaster Alert (PDC Global)","This app is helpful, but it needs to be updated. It slows down everything else.","3"
"178","Disaster Alert (PDC Global)","This app is a must have. It's a go to app to learn what's happening where.","5"
"179","Disaster Alert (PDC Global)","Thank you developers for continuing to improve this already great App.","5"
"180","Disaster Alert (PDC Global)","Very informative. Can't for more update.","5"
"181","Disaster Alert (PDC Global)","Has a great use if you haven't updated to ios6 and are not using native alerts!","4"
"182","Disaster Alert (PDC Global)","I like this app. It keeps you informed and holds onto the alert for a ling time.","4"
"183","Disaster Alert (PDC Global)","Apparently the developers only work in portrait mode on their ipad, or just never tested the update. App does not work in landscape mode and no apparent way to fix it including a full reboot.  Very frustrating being an unpaid beta tester for lazy programmers.","1"
"184","Disaster Alert (PDC Global)","Excellent app! Being in Disaster Relief, it keeps me informed about events around the world.","5"
"185","Disaster Alert (PDC Global)","I have used this app for over 2 years until this morning. When I tried to open app message was, cannot connect with server. All my other apps i have no problem. Only yours!","1"
"186","Disaster Alert (PDC Global)","Excellent. For me here in the Hawaiian Islands, I get pertinent tsunami information in a timely manner -- translate quickly and accurately.","5"
"187","Disaster Alert (PDC Global)","This app will help people and save lives!","5"
"188","Disaster Alert (PDC Global)","Terrific way to keep abreast of the weather around the world!","5"
